  #from ADF
  #starting   #final  #ispin   Cij 
    1     2     1   -0.1376943691376E-07
    1     3     1   -0.1321472747973E+01
    1     4     1    0.1122208322025E-07
    1     5     1    0.3607970745844E-07
    1     6     1   -0.3738721534180E-08
    1     7     1    0.1625744498551E-09
    1     8     1    0.2583687428344E-09
    1     9     1   -0.3709206539471E-01
    1    10     1    0.5361858454218E-08
