  #from ADF
  #starting   #final  #ispin   Cij 
    1     2     1   -0.1304458370480E+01
    1     3     1    0.2083773461538E-07
    1     4     1   -0.7225220943979E-09
    1     5     1   -0.1003927242905E-08
    1     6     1   -0.2820963044653E+00
    1     7     1   -0.2411898390721E-08
    1     8     1   -0.3608621793691E-08
    1     9     1    0.2524536051821E-09
    1    10     1    0.4637846711390E-01
