  #from ADF
  #starting   #final  #ispin   Cij 
    1     2     1    0.2641274764536E-08
    1     3     1   -0.6429502197561E-10
    1     4     1   -0.2048670854836E-09
    1     5     1   -0.4096572753138E-09
    1     6     1   -0.1343077174663E-07
    1     7     1   -0.4450162274221E+00
    1     8     1   -0.1344834449315E+01
    1     9     1   -0.6715855458254E-08
    1    10     1   -0.4534084442461E-08
